pais,num_visitas,numero_modelos,pagina_mas_visitada,precio_maximo,precio_promedio,visitaspag1trousers,visitaspag2skirts,visitaspag3blouses,visitaspag4sales,target
Poland,1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
Poland,1,1,1-trousers,43,43.0,1.0,0.0,0.0,1.0,1
Poland,5,5,2-skirts,62,51.4,0.0,4.0,1.0,0.0,0
Poland,1,1,3-blouses,28,28.0,0.0,0.0,1.0,0.0,0
Poland,6,6,1-trousers,62,49.833333333333336,4.0,2.0,0.0,0.0,0
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,0.0,0
Poland,8,8,3-blouses,77,44.625,2.0,0.0,6.0,1.0,1
Czech Republic,3,2,1-trousers,48,38.0,2.0,0.0,1.0,0.0,0
Poland,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Poland,1,1,1-trousers,28,28.0,1.0,0.0,0.0,1.0,1
Poland,2,2,2-skirts,67,57.5,0.0,2.0,0.0,0.0,0
Poland,1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
Norway,11,10,1-trousers,62,45.72727272727273,6.0,1.0,4.0,0.0,0
Poland,3,3,2-skirts,57,57.0,0.0,3.0,0.0,0.0,0
Norway,21,13,3-blouses,67,42.095238095238095,2.0,7.0,12.0,6.0,1
Poland,12,11,2-skirts,67,45.166666666666664,5.0,7.0,0.0,40.0,1
Poland,10,7,3-blouses,57,44.4,0.0,0.0,10.0,2.0,1
Poland,4,4,2-skirts,57,51.0,0.0,4.0,0.0,2.0,1
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Poland,2,2,1-trousers,33,30.5,2.0,0.0,0.0,2.0,1
Czech Republic,18,10,1-trousers,82,52.22222222222222,10.0,0.0,8.0,0.0,0
Poland,4,4,2-skirts,67,57.25,0.0,4.0,0.0,1.0,1
Poland,9,9,2-skirts,57,40.0,0.0,5.0,4.0,0.0,0
Poland,3,3,1-trousers,82,52.666666666666664,3.0,0.0,0.0,0.0,0
Poland,1,1,3-blouses,23,23.0,0.0,0.0,1.0,0.0,0
Poland,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Poland,4,4,1-trousers,72,49.0,4.0,0.0,0.0,0.0,0
Poland,2,2,1-trousers,43,40.5,2.0,0.0,0.0,0.0,0
Poland,1,1,1-trousers,33,33.0,1.0,0.0,0.0,0.0,0
Poland,3,3,3-blouses,43,31.333333333333332,0.0,0.0,3.0,6.0,1
Poland,4,4,1-trousers,62,44.0,3.0,1.0,0.0,4.0,1
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,1,1,2-skirts,43,43.0,0.0,1.0,0.0,0.0,0
Poland,5,5,1-trousers,82,59.4,3.0,1.0,1.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,4.0,1
Poland,7,7,3-blouses,57,42.42857142857143,0.0,0.0,7.0,1.0,1
Poland,3,3,2-skirts,67,60.333333333333336,0.0,3.0,0.0,0.0,0
Poland,3,3,3-blouses,57,56.333333333333336,1.0,0.0,2.0,2.0,1
Poland,8,8,1-trousers,72,54.25,4.0,4.0,0.0,0.0,0
Poland,4,4,3-blouses,52,34.0,1.0,1.0,2.0,3.0,1
Poland,5,5,1-trousers,62,40.8,5.0,0.0,0.0,0.0,0
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,0.0,0
Poland,11,11,2-skirts,57,46.27272727272727,3.0,6.0,2.0,1.0,1
Switzerland,3,3,3-blouses,55,40.333333333333336,1.0,0.0,2.0,0.0,0
Poland,4,4,2-skirts,67,51.25,0.0,4.0,0.0,0.0,0
Poland,6,6,2-skirts,62,54.666666666666664,0.0,6.0,0.0,0.0,0
Poland,4,4,3-blouses,57,44.0,0.0,0.0,4.0,8.0,1
Poland,6,6,3-blouses,62,48.666666666666664,1.0,0.0,5.0,2.0,1
Poland,12,12,2-skirts,57,45.583333333333336,1.0,8.0,3.0,0.0,0
Poland,5,5,1-trousers,62,47.6,2.0,1.0,2.0,0.0,0
Poland,2,2,2-skirts,62,62.0,0.0,2.0,0.0,1.0,1
Poland,1,1,3-blouses,57,57.0,0.0,0.0,1.0,0.0,0
Poland,2,2,1-trousers,62,45.0,2.0,0.0,0.0,0.0,0
Poland,2,1,3-blouses,33,33.0,0.0,0.0,2.0,0.0,0
Poland,2,2,3-blouses,48,35.5,0.0,0.0,2.0,0.0,0
Poland,6,6,2-skirts,67,54.833333333333336,0.0,6.0,0.0,0.0,0
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Czech Republic,11,11,2-skirts,62,39.27272727272727,3.0,4.0,4.0,0.0,0
Poland,2,2,1-trousers,62,52.5,2.0,0.0,0.0,0.0,0
Poland,4,4,2-skirts,52,46.25,0.0,4.0,0.0,0.0,0
Poland,10,7,3-blouses,72,54.0,2.0,0.0,8.0,0.0,0
Poland,3,3,1-trousers,82,51.0,3.0,0.0,0.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,1.0,1
Poland,18,16,3-blouses,62,40.833333333333336,3.0,3.0,12.0,0.0,0
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Poland,18,18,3-blouses,77,41.666666666666664,2.0,0.0,16.0,9.0,1
Poland,11,11,2-skirts,62,47.54545454545455,4.0,5.0,2.0,0.0,0
Poland,2,2,3-blouses,52,42.5,0.0,0.0,2.0,0.0,0
net (*.net),1,1,3-blouses,28,28.0,0.0,0.0,1.0,0.0,0
Poland,2,2,1-trousers,62,52.5,2.0,0.0,0.0,0.0,0
Poland,6,6,3-blouses,57,40.333333333333336,1.0,0.0,5.0,0.0,0
Poland,4,4,1-trousers,43,41.75,4.0,0.0,0.0,0.0,0
Poland,6,6,1-trousers,62,46.0,6.0,0.0,0.0,2.0,1
Poland,10,8,2-skirts,67,55.4,1.0,6.0,3.0,0.0,0
Poland,1,1,1-trousers,82,82.0,1.0,0.0,0.0,0.0,0
Poland,12,10,1-trousers,72,46.833333333333336,8.0,2.0,2.0,2.0,1
Poland,6,6,1-trousers,82,46.833333333333336,5.0,1.0,0.0,0.0,0
Poland,2,1,1-trousers,62,62.0,2.0,0.0,0.0,0.0,0
Poland,2,2,1-trousers,62,45.0,2.0,0.0,0.0,0.0,0
Poland,2,2,1-trousers,62,59.5,1.0,1.0,0.0,4.0,1
Poland,1,1,1-trousers,28,28.0,1.0,0.0,0.0,1.0,1
Poland,3,3,1-trousers,52,47.666666666666664,1.0,1.0,1.0,0.0,0
Poland,20,20,2-skirts,67,46.8,4.0,11.0,5.0,10.0,1
Poland,5,5,1-trousers,62,47.6,5.0,0.0,0.0,0.0,0
Belgium,1,1,1-trousers,60,60.0,1.0,0.0,0.0,0.0,0
Poland,1,1,1-trousers,62,62.0,1.0,0.0,0.0,4.0,1
Poland,3,3,1-trousers,62,47.333333333333336,2.0,1.0,0.0,0.0,0
Poland,3,3,1-trousers,60,47.0,3.0,0.0,0.0,0.0,0
Poland,30,24,3-blouses,67,45.1,2.0,10.0,18.0,8.0,1
Poland,1,1,2-skirts,62,62.0,0.0,1.0,0.0,0.0,0
Poland,6,6,2-skirts,62,48.333333333333336,0.0,6.0,0.0,0.0,0
Poland,1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
Poland,4,4,3-blouses,57,47.5,0.0,0.0,4.0,4.0,1
Poland,7,6,1-trousers,62,58.57142857142857,3.0,1.0,3.0,0.0,0
net (*.net),11,6,2-skirts,62,48.90909090909091,5.0,6.0,0.0,0.0,0
Poland,2,2,1-trousers,48,43.0,1.0,0.0,1.0,0.0,0
Poland,9,8,1-trousers,72,44.666666666666664,6.0,0.0,3.0,16.0,1
Poland,1,1,2-skirts,57,57.0,0.0,1.0,0.0,0.0,0
Poland,6,6,1-trousers,72,50.833333333333336,3.0,1.0,2.0,1.0,1
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,4.0,1
Poland,8,6,1-trousers,62,52.75,5.0,0.0,3.0,2.0,1
Poland,8,8,1-trousers,67,48.125,4.0,3.0,1.0,1.0,1
Poland,4,4,2-skirts,67,54.75,0.0,4.0,0.0,0.0,0
Poland,10,10,1-trousers,62,43.3,5.0,0.0,5.0,0.0,0
Poland,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
net (*.net),4,4,1-trousers,82,62.25,2.0,1.0,1.0,4.0,1
Poland,3,3,3-blouses,52,37.666666666666664,0.0,0.0,3.0,0.0,0
Poland,1,1,1-trousers,43,43.0,1.0,0.0,0.0,1.0,1
Poland,1,1,3-blouses,23,23.0,0.0,0.0,1.0,0.0,0
Poland,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Poland,19,17,2-skirts,67,51.63157894736842,1.0,18.0,0.0,9.0,1
Czech Republic,6,6,1-trousers,82,49.333333333333336,4.0,1.0,1.0,0.0,0
Poland,3,3,1-trousers,62,44.333333333333336,3.0,0.0,0.0,0.0,0
Poland,1,1,3-blouses,43,43.0,0.0,0.0,1.0,0.0,0
Poland,4,4,2-skirts,52,51.0,0.0,4.0,0.0,0.0,0
Poland,37,36,2-skirts,72,48.37837837837838,7.0,17.0,13.0,0.0,0
Poland,1,1,1-trousers,43,43.0,1.0,0.0,0.0,3.0,1
Poland,7,3,2-skirts,67,60.142857142857146,0.0,7.0,0.0,1.0,1
Poland,3,3,2-skirts,67,57.333333333333336,0.0,3.0,0.0,0.0,0
Poland,1,1,3-blouses,57,57.0,0.0,0.0,1.0,11.0,1
Poland,9,9,1-trousers,82,48.77777777777778,9.0,0.0,0.0,5.0,1
Poland,5,5,3-blouses,48,33.0,0.0,0.0,5.0,5.0,1
Poland,2,2,1-trousers,82,60.0,2.0,0.0,0.0,0.0,0
Poland,8,8,2-skirts,67,50.625,0.0,7.0,1.0,4.0,1
Poland,2,2,3-blouses,48,48.0,0.0,0.0,2.0,3.0,1
Poland,15,15,1-trousers,82,47.666666666666664,12.0,3.0,0.0,2.0,1
Poland,18,18,3-blouses,62,46.27777777777778,0.0,6.0,12.0,4.0,1
Poland,8,8,1-trousers,62,50.25,5.0,3.0,0.0,0.0,0
Poland,4,4,1-trousers,62,51.25,2.0,0.0,2.0,3.0,1
Poland,4,4,3-blouses,57,41.25,0.0,0.0,4.0,7.0,1
Poland,2,2,3-blouses,57,42.5,0.0,0.0,2.0,1.0,1
Poland,1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
Poland,10,7,2-skirts,67,51.4,0.0,10.0,0.0,0.0,0
Poland,6,6,3-blouses,57,49.0,1.0,0.0,5.0,1.0,1
com (*.com),2,2,3-blouses,48,38.0,0.0,0.0,2.0,4.0,1
Poland,2,2,1-trousers,62,45.0,2.0,0.0,0.0,0.0,0
Poland,3,3,1-trousers,67,54.0,2.0,1.0,0.0,0.0,0
Poland,5,5,1-trousers,52,43.8,2.0,1.0,2.0,0.0,0
Czech Republic,4,4,3-blouses,48,39.25,1.0,0.0,3.0,0.0,0
Poland,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Czech Republic,5,5,1-trousers,62,38.8,5.0,0.0,0.0,0.0,0
net (*.net),9,9,1-trousers,82,49.22222222222222,3.0,3.0,3.0,0.0,0
Poland,3,3,2-skirts,57,45.666666666666664,1.0,2.0,0.0,0.0,0
Poland,4,4,1-trousers,62,47.5,3.0,1.0,0.0,8.0,1
Poland,12,8,3-blouses,57,47.166666666666664,0.0,0.0,12.0,4.0,1
Poland,7,6,3-blouses,62,43.857142857142854,0.0,2.0,5.0,5.0,1
Czech Republic,1,1,3-blouses,77,77.0,0.0,0.0,1.0,0.0,0
Poland,2,2,1-trousers,62,62.0,2.0,0.0,0.0,0.0,0
Poland,1,1,1-trousers,33,33.0,1.0,0.0,0.0,0.0,0
Poland,1,1,1-trousers,38,38.0,1.0,0.0,0.0,4.0,1
Poland,10,5,1-trousers,62,46.2,10.0,0.0,0.0,0.0,0
net (*.net),7,7,1-trousers,72,47.0,6.0,1.0,0.0,0.0,0
Poland,3,3,2-skirts,62,55.666666666666664,0.0,3.0,0.0,5.0,1
com (*.com),3,3,3-blouses,62,44.333333333333336,1.0,0.0,2.0,0.0,0
Poland,9,9,1-trousers,82,49.888888888888886,9.0,0.0,0.0,4.0,1
Poland,1,1,1-trousers,28,28.0,1.0,0.0,0.0,1.0,1
Poland,1,1,2-skirts,62,62.0,0.0,1.0,0.0,0.0,0
Poland,3,1,1-trousers,62,62.0,3.0,0.0,0.0,0.0,0
Poland,1,1,1-trousers,72,72.0,1.0,0.0,0.0,23.0,1
Poland,11,8,1-trousers,72,51.18181818181818,11.0,0.0,0.0,4.0,1
Slovakia,2,2,1-trousers,62,55.0,2.0,0.0,0.0,0.0,0
Czech Republic,26,16,3-blouses,62,44.53846153846154,3.0,0.0,23.0,0.0,0
Poland,5,5,1-trousers,62,38.8,5.0,0.0,0.0,5.0,1
Poland,1,1,1-trousers,33,33.0,1.0,0.0,0.0,0.0,0
Poland,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Czech Republic,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,2,2,1-trousers,57,45.0,1.0,1.0,0.0,0.0,0
Poland,2,2,1-trousers,62,50.0,2.0,0.0,0.0,0.0,0
Poland,3,3,2-skirts,38,36.333333333333336,0.0,3.0,0.0,0.0,0
Poland,2,2,2-skirts,62,55.0,0.0,1.0,1.0,13.0,1
Poland,2,2,1-trousers,38,33.0,1.0,0.0,1.0,0.0,0
Poland,15,13,1-trousers,62,47.733333333333334,15.0,0.0,0.0,23.0,1
Poland,3,3,2-skirts,67,55.666666666666664,0.0,3.0,0.0,2.0,1
Poland,6,5,1-trousers,82,61.5,4.0,0.0,2.0,0.0,0
Poland,8,8,3-blouses,50,36.375,0.0,0.0,8.0,1.0,1
Poland,15,15,3-blouses,72,39.46666666666667,2.0,0.0,13.0,13.0,1
Poland,1,1,1-trousers,33,33.0,1.0,0.0,0.0,0.0,0
Poland,9,9,1-trousers,82,44.111111111111114,4.0,3.0,2.0,2.0,1
Poland,4,3,3-blouses,57,48.75,0.0,1.0,3.0,8.0,1
Czech Republic,4,4,1-trousers,72,45.25,4.0,0.0,0.0,0.0,0
Poland,3,3,3-blouses,62,54.0,1.0,0.0,2.0,1.0,1
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,2.0,1
Iceland,1,1,1-trousers,28,28.0,1.0,0.0,0.0,0.0,0
Poland,1,1,1-trousers,72,72.0,1.0,0.0,0.0,0.0,0
Czech Republic,3,3,1-trousers,62,54.0,2.0,0.0,1.0,0.0,0
Poland,6,6,2-skirts,62,44.333333333333336,1.0,4.0,1.0,0.0,0
Czech Republic,2,2,2-skirts,57,50.0,0.0,2.0,0.0,0.0,0
Czech Republic,5,5,3-blouses,62,44.6,1.0,0.0,4.0,0.0,0
Poland,3,3,2-skirts,57,50.666666666666664,0.0,3.0,0.0,0.0,0
Germany,3,3,2-skirts,67,55.666666666666664,0.0,3.0,0.0,0.0,0
Poland,19,19,2-skirts,67,47.31578947368421,3.0,15.0,1.0,7.0,1
Poland,2,2,1-trousers,48,40.5,1.0,0.0,1.0,13.0,1
Poland,1,1,3-blouses,57,57.0,0.0,0.0,1.0,1.0,1
Poland,1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
United Kingdom,11,11,2-skirts,57,43.27272727272727,4.0,6.0,1.0,0.0,0
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Poland,17,16,1-trousers,82,45.0,13.0,0.0,4.0,14.0,1
Czech Republic,2,1,1-trousers,38,38.0,2.0,0.0,0.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Poland,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Poland,1,1,1-trousers,28,28.0,1.0,0.0,0.0,0.0,0
Poland,3,3,1-trousers,82,55.0,1.0,1.0,1.0,2.0,1
Poland,1,1,2-skirts,57,57.0,0.0,1.0,0.0,0.0,0
Poland,4,4,2-skirts,62,56.0,1.0,3.0,0.0,1.0,1
Poland,3,3,2-skirts,57,53.666666666666664,0.0,3.0,0.0,4.0,1
Poland,9,9,3-blouses,48,31.77777777777778,3.0,0.0,6.0,1.0,1
Poland,1,1,1-trousers,28,28.0,1.0,0.0,0.0,3.0,1
Poland,4,4,3-blouses,48,38.0,1.0,0.0,3.0,0.0,0
Denmark,6,6,1-trousers,57,46.833333333333336,3.0,2.0,1.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
Poland,2,2,1-trousers,60,49.0,2.0,0.0,0.0,1.0,1
Poland,7,6,3-blouses,48,37.285714285714285,0.0,0.0,7.0,2.0,1
Poland,8,8,1-trousers,62,48.75,5.0,0.0,3.0,3.0,1
Poland,9,9,1-trousers,72,48.55555555555556,5.0,4.0,0.0,0.0,0
Poland,3,3,3-blouses,57,50.666666666666664,1.0,0.0,2.0,0.0,0
Poland,2,2,2-skirts,67,62.0,0.0,2.0,0.0,0.0,0
Poland,2,2,1-trousers,62,45.0,1.0,0.0,1.0,0.0,0
Poland,3,3,1-trousers,62,44.333333333333336,3.0,0.0,0.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,3,3,1-trousers,62,50.666666666666664,3.0,0.0,0.0,0.0,0
Poland,3,3,3-blouses,62,47.666666666666664,1.0,0.0,2.0,2.0,1
Poland,1,1,3-blouses,43,43.0,0.0,0.0,1.0,0.0,0
Poland,3,3,1-trousers,52,42.666666666666664,1.0,1.0,1.0,1.0,1
Poland,6,5,1-trousers,82,60.666666666666664,4.0,2.0,0.0,0.0,0
Poland,3,2,1-trousers,48,38.0,3.0,0.0,0.0,5.0,1
Poland,1,1,1-trousers,28,28.0,1.0,0.0,0.0,0.0,0
Poland,4,4,1-trousers,62,41.5,2.0,1.0,1.0,3.0,1
Poland,3,2,3-blouses,72,52.666666666666664,1.0,0.0,2.0,1.0,1
Poland,1,1,2-skirts,62,62.0,0.0,1.0,0.0,0.0,0
Poland,8,4,1-trousers,62,49.0,4.0,0.0,4.0,0.0,0
Poland,12,12,2-skirts,72,49.166666666666664,3.0,8.0,1.0,1.0,1
Poland,2,2,1-trousers,72,50.0,2.0,0.0,0.0,0.0,0
Poland,3,3,2-skirts,52,45.666666666666664,0.0,2.0,1.0,0.0,0
Poland,18,17,2-skirts,72,45.833333333333336,7.0,9.0,2.0,6.0,1
Poland,1,1,2-skirts,62,62.0,0.0,1.0,0.0,0.0,0
Poland,6,6,2-skirts,67,53.166666666666664,0.0,6.0,0.0,0.0,0
Poland,4,4,1-trousers,72,55.0,4.0,0.0,0.0,5.0,1
Poland,2,2,2-skirts,57,50.0,0.0,2.0,0.0,0.0,0
Poland,1,1,3-blouses,43,43.0,0.0,0.0,1.0,0.0,0
Poland,1,1,2-skirts,62,62.0,0.0,1.0,0.0,0.0,0
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,1.0,1
Poland,3,3,1-trousers,72,54.0,3.0,0.0,0.0,0.0,0
Poland,11,11,3-blouses,57,42.18181818181818,1.0,0.0,10.0,0.0,0
Poland,1,1,3-blouses,18,18.0,0.0,0.0,1.0,2.0,1
Poland,4,4,2-skirts,67,56.0,0.0,4.0,0.0,0.0,0
Poland,2,2,1-trousers,67,52.5,1.0,1.0,0.0,2.0,1
Poland,3,3,1-trousers,62,52.333333333333336,2.0,1.0,0.0,0.0,0
Poland,1,1,2-skirts,57,57.0,0.0,1.0,0.0,1.0,1
Poland,3,3,1-trousers,62,51.666666666666664,3.0,0.0,0.0,1.0,1
Poland,5,5,3-blouses,57,40.6,1.0,1.0,3.0,3.0,1
Poland,11,11,3-blouses,55,36.18181818181818,3.0,0.0,8.0,0.0,0
Poland,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Poland,1,1,1-trousers,38,38.0,1.0,0.0,0.0,1.0,1
Poland,4,4,2-skirts,62,56.5,0.0,2.0,2.0,1.0,1
Poland,8,8,1-trousers,52,39.125,4.0,2.0,2.0,0.0,0
Poland,2,2,1-trousers,62,55.0,1.0,0.0,1.0,0.0,0
Poland,4,4,2-skirts,57,48.75,1.0,3.0,0.0,7.0,1
Poland,6,6,2-skirts,67,52.5,0.0,6.0,0.0,0.0,0
Poland,9,7,1-trousers,82,49.666666666666664,5.0,0.0,4.0,0.0,0
Poland,4,4,3-blouses,48,46.75,0.0,0.0,4.0,0.0,0
Poland,15,15,3-blouses,62,45.0,4.0,1.0,10.0,0.0,0
Poland,4,4,2-skirts,57,48.75,0.0,4.0,0.0,0.0,0
Poland,3,3,2-skirts,52,44.333333333333336,0.0,3.0,0.0,3.0,1
Poland,5,5,2-skirts,67,51.4,0.0,5.0,0.0,0.0,0
Poland,2,2,1-trousers,72,50.0,1.0,0.0,1.0,36.0,1
Poland,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Poland,19,18,2-skirts,67,47.36842105263158,0.0,17.0,2.0,8.0,1
Poland,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,1,1,3-blouses,77,77.0,0.0,0.0,1.0,0.0,0
Poland,15,15,3-blouses,62,43.4,5.0,1.0,9.0,0.0,0
com (*.com),1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,13,11,1-trousers,82,48.38461538461539,7.0,2.0,4.0,3.0,1
Poland,1,1,3-blouses,28,28.0,0.0,0.0,1.0,2.0,1
Poland,1,1,1-trousers,72,72.0,1.0,0.0,0.0,36.0,1
Poland,8,8,1-trousers,52,42.75,5.0,1.0,2.0,3.0,1
Poland,10,10,3-blouses,62,42.9,2.0,0.0,8.0,7.0,1
Poland,3,3,2-skirts,67,63.666666666666664,1.0,2.0,0.0,1.0,1
Poland,3,2,2-skirts,67,63.666666666666664,0.0,3.0,0.0,0.0,0
Poland,5,5,3-blouses,62,51.6,2.0,0.0,3.0,4.0,1
Poland,2,2,1-trousers,38,33.0,1.0,0.0,1.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,3,2,2-skirts,52,52.0,0.0,3.0,0.0,0.0,0
Poland,9,9,3-blouses,57,36.55555555555556,1.0,0.0,8.0,0.0,0
Poland,2,2,1-trousers,38,35.5,2.0,0.0,0.0,0.0,0
Poland,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Poland,8,6,1-trousers,62,52.75,5.0,0.0,3.0,14.0,1
Poland,5,5,1-trousers,48,42.0,4.0,0.0,1.0,7.0,1
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,3,2,3-blouses,43,38.0,0.0,0.0,3.0,0.0,0
Poland,5,5,1-trousers,62,49.2,4.0,0.0,1.0,0.0,0
Poland,7,6,1-trousers,57,42.714285714285715,3.0,1.0,3.0,5.0,1
Poland,10,9,1-trousers,82,46.2,7.0,0.0,3.0,2.0,1
Poland,4,4,1-trousers,82,51.5,4.0,0.0,0.0,0.0,0
Poland,2,2,1-trousers,82,60.0,2.0,0.0,0.0,0.0,0
Poland,1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
Poland,7,5,2-skirts,67,46.142857142857146,3.0,4.0,0.0,0.0,0
Poland,16,12,1-trousers,82,52.375,13.0,0.0,3.0,6.0,1
Poland,5,3,1-trousers,82,63.2,5.0,0.0,0.0,0.0,0
Poland,5,4,2-skirts,62,54.2,0.0,5.0,0.0,0.0,0
Poland,3,3,1-trousers,43,43.0,3.0,0.0,0.0,10.0,1
Poland,1,1,1-trousers,62,62.0,1.0,0.0,0.0,1.0,1
Poland,9,9,1-trousers,62,43.333333333333336,7.0,0.0,2.0,0.0,0
Poland,1,1,2-skirts,57,57.0,0.0,1.0,0.0,0.0,0
Poland,2,1,2-skirts,48,48.0,0.0,2.0,0.0,0.0,0
Poland,6,6,3-blouses,52,36.166666666666664,0.0,0.0,6.0,3.0,1
Poland,21,20,2-skirts,67,50.61904761904762,5.0,14.0,2.0,0.0,0
Poland,5,5,3-blouses,57,46.6,1.0,0.0,4.0,2.0,1
Poland,1,1,3-blouses,57,57.0,0.0,0.0,1.0,0.0,0
Cayman Islands,3,3,1-trousers,62,46.0,2.0,0.0,1.0,1.0,1
Poland,2,2,1-trousers,72,67.0,2.0,0.0,0.0,3.0,1
Poland,7,7,1-trousers,82,50.42857142857143,7.0,0.0,0.0,0.0,0
Poland,8,5,1-trousers,82,46.625,8.0,0.0,0.0,0.0,0
Poland,3,3,2-skirts,67,65.33333333333333,0.0,3.0,0.0,0.0,0
Poland,5,5,1-trousers,57,44.8,2.0,2.0,1.0,1.0,1
Poland,3,3,1-trousers,60,49.333333333333336,3.0,0.0,0.0,0.0,0
Poland,5,4,2-skirts,67,44.8,0.0,5.0,0.0,1.0,1
Poland,3,3,1-trousers,57,42.666666666666664,1.0,1.0,1.0,3.0,1
Poland,11,10,2-skirts,67,45.27272727272727,4.0,7.0,0.0,0.0,0
Poland,11,10,3-blouses,67,40.45454545454545,0.0,2.0,9.0,4.0,1
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
com (*.com),1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Poland,4,4,1-trousers,62,42.75,4.0,0.0,0.0,0.0,0
net (*.net),4,4,1-trousers,52,40.25,2.0,1.0,1.0,0.0,0
Poland,6,6,3-blouses,48,40.0,0.0,0.0,6.0,6.0,1
Poland,9,7,1-trousers,62,45.44444444444444,6.0,3.0,0.0,0.0,0
Poland,2,2,1-trousers,43,43.0,2.0,0.0,0.0,2.0,1
Poland,2,1,3-blouses,23,23.0,0.0,0.0,2.0,0.0,0
Czech Republic,9,9,3-blouses,55,42.0,4.0,0.0,5.0,0.0,0
Poland,2,2,2-skirts,52,50.0,0.0,1.0,1.0,1.0,1
Poland,5,5,1-trousers,72,48.6,5.0,0.0,0.0,0.0,0
Poland,6,6,3-blouses,57,46.333333333333336,0.0,1.0,5.0,1.0,1
com (*.com),4,2,2-skirts,52,41.5,0.0,4.0,0.0,2.0,1
Poland,16,16,3-blouses,72,47.375,7.0,1.0,8.0,1.0,1
Czech Republic,8,8,1-trousers,67,48.125,5.0,3.0,0.0,0.0,0
Poland,2,2,1-trousers,62,52.5,2.0,0.0,0.0,0.0,0
Poland,4,4,1-trousers,62,35.25,2.0,0.0,2.0,0.0,0
Poland,30,10,1-trousers,72,51.46666666666667,29.0,0.0,1.0,2.0,1
net (*.net),1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
com (*.com),4,4,2-skirts,43,39.25,0.0,4.0,0.0,0.0,0
Poland,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Slovakia,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,7,7,2-skirts,52,38.57142857142857,2.0,3.0,2.0,2.0,1
Czech Republic,4,4,1-trousers,72,55.0,4.0,0.0,0.0,0.0,0
Poland,3,3,3-blouses,50,35.333333333333336,0.0,0.0,3.0,0.0,0
Poland,5,5,2-skirts,67,55.2,0.0,5.0,0.0,1.0,1
Poland,1,1,1-trousers,38,38.0,1.0,0.0,0.0,1.0,1
Poland,5,5,2-skirts,67,49.6,0.0,5.0,0.0,0.0,0
Poland,2,1,2-skirts,67,67.0,0.0,2.0,0.0,0.0,0
